,agricultural_land%,forest_land%,land_area,avg_precipitation,trade_in_services%,control_of_corruption_estimate,control_of_corruption_std,access_to_electricity%,renewvable_energy_consumption%,electric_power_consumption,CO2_emisions,other_greenhouse_emisions,population_density,inflation_annual%,real_interest_rate,risk_premium_on_lending,research_and_development_expenditure%,central_goverment_debt%,tax_revenue%,expense%,goverment_effectiveness_estimate,goverment_effectiveness_std,human_capital_index,doing_business,time_to_get_operation_license,statistical_performance_indicators,individuals_using_internet%,logistic_performance_index,military_expenditure%,GDP_current_US,political_stability_estimate,political_stability_std,rule_of_law_estimate,rule_of_law_std,regulatory_quality_estimate,regulatory_quality_std,government_expenditure_on_education%,government_health_expenditure%,multidimensional_poverty_headcount_ratio%,gini_index,birth_rate,death_rate,life_expectancy_at_birth,population,rural_population,voice_and_accountability_estimate,voice_and_accountability_std,intentional_homicides,Life_Evaluation_Avg
Bangladesh,73.541584082,14.473327497,130170.0,2666.0,4.975885285454545,-0.9310384339090909,0.140217319,80.16745288,31.015555555555554,299.38990543333335,78254.5,193729.62736666668,1234.898979,6.201702441545455,3.0024264414545456,5.068657963181818,0.9005630397763834,60.67456278832048,7.9449067727,8.5397654373,-0.7549936391818182,0.21539286572727273,0.467196573,168.0,30.95,61.92154761857143,19.731744466000002,2.6018105,1.178298499,284844272727.2727,-1.1440580162727274,0.2164051802727273,-0.7092865000909091,0.15221424,-0.896672834090909,0.18428371990909093,1.905629819,0.5311863422222223,30.651509115500915,32.9,18.8895,5.6601,71.2196,161695852.0909091,103571251.63636364,-0.6157079935454545,0.12411126563636364,2.541238215,4.561399992624918
Belarus,41.893359708999995,42.867794638,202960.9,618.0,20.84710223909091,-0.2725707636363637,0.1451605258181818,98.20535965,7.236666666666666,3683.845801,57459.47777777778,90380.81627222222,46.446917179,15.249365462636364,-3.195741488363637,6.514276678479875,0.5568730025999999,32.4447086375,13.451799645,28.469175839000002,-0.612712950909091,0.2551261700909091,0.700078189,49.0,28.9,76.83690476142858,71.93477697727273,2.58348,1.2076165778181818,64291840714.818184,-0.11760028963636363,0.22184675118181818,-0.9381392273636364,0.1511960219090909,-1.0088802034545454,0.20756569645454545,4.914608955299999,3.8679657522222226,30.651509115500915,25.72222222222222,11.0853,13.579699999999999,73.221814635,9408832.454545455,2062861.9090909092,-1.4678312215454545,0.12525495954545454,3.012861237875,5.598766647338866
Belgium,44.406545243,22.766459708,30280.0,847.0,45.05445253181818,1.4873980609090909,0.14154102327272727,100.0,9.61,7895.773191666667,92880.03333333334,108731.34993333333,374.82498349,2.2929592261818184,5.687135995948968,6.514276678479875,2.7443639993,107.26511986999999,24.055011352,42.379763872,1.3448199793636364,0.2187002449090909,0.760059804,46.0,95.5,82.02755952285715,87.6713621790909,4.0346396,0.9757881522727273,525828363636.36365,0.6000419340909091,0.21476565290909091,1.3880868608181818,0.15775783100000002,1.2689668374545455,0.22660461463636364,6.4577008247,8.24496269111111,20.51111111111111,27.3,10.68,9.77,81.236097561,11380256.272727273,232415.81818181818,1.3338998447272727,0.12652639445454544,1.076526432,6.894958343187969
Belize,7.4528715476,57.712897851,22810.0,1705.0,34.92139262272727,-0.18504418254545454,0.22633716454545458,93.167682099,35.683,4462.942953169939,603.3,1401.8235243333334,16.230039458,1.2774764681818183,8.309330383545456,8.872232021999999,0.9005630397763834,61.55081231,19.796457274999998,20.207172288333332,-0.5043744864545454,0.31486027618181817,0.5682323250416665,135.0,33.09519230769231,57.025119048571426,46.496736724,2.9122955670238095,0.9645314756363637,2248249485.090909,0.16381259245454546,0.23628895945454545,-0.7713009039090909,0.190970513,-0.4978732059090909,0.2649726028181818,5.469707358818182,4.042670488888889,30.651509115500915,37.79023266955267,20.681800000000003,4.86,73.1328,373394.9090909091,202716.45454545456,0.5619050344545454,0.16314872018181817,34.412857595999995,6.14475
Benin,34.852784679,29.355711245,112760.0,1039.0,8.9937596731,-0.4545120643636364,0.16253131763636364,37.026698409,47.85888888888889,93.83392070666667,6276.433333333333,13374.787673333332,101.630404406,1.260525322,4.4423510937,6.514276678479875,0.9005630397763834,60.67456278832048,16.28807270553864,26.0776884800252,-0.48537496136363634,0.18809851736363636,0.40108035400000003,149.0,33.09519230769231,53.49690476285714,16.346541139,2.6977894,0.6505630651818182,13843535340.727272,-0.09695986690909092,0.2322121790909091,-0.6198460187272727,0.14850507963636364,-0.4804770863636364,0.17897736218181817,3.176043055090909,0.6624367933333333,30.651509115500915,40.03333333333333,38.366,9.6989,59.6081,11631937.090909092,6170873.7272727275,0.11578289645454545,0.127275301,1.127497407,4.252083340009054
Bhutan,13.569882372,71.283398461,38131.6,2200.0,14.13033967127273,1.3258780403636363,0.19412305836363639,96.265327758,85.71900000000001,4462.942953169939,1139.6444444444444,1771.686507111111,19.708190508,5.8869051298181825,7.916727313818182,6.514276678479875,0.9005630397763834,94.22999087333334,13.79583457888889,19.63465982888889,0.43907447572727276,0.25739474863636363,0.475297034,89.0,1.2,53.30839285857143,51.208617528000005,2.3603132,2.0076874856998908,2274313858.7,0.9651625211818182,0.23868049272727274,0.5146033222727273,0.17459788236363638,-0.6195251508181818,0.2134054750909091,6.2974456786,2.676920838888889,9.1,34.9,15.4434,6.7027,70.6818,754322.6363636364,451304.63636363635,0.004609590727272731,0.14083420163636362,2.13572250025,5.1248
Bolivia,34.924122431,47.66582307,1083300.0,1146.0,10.387684843636363,-0.7474576831818183,0.14318757836363635,92.871265766,15.027777777777779,684.5829350666667,19956.477777777778,54804.54135111111,10.469723992199999,3.096386018727273,6.430542965727272,8.547092100666667,0.9005630397763834,60.67456278832048,16.28807270553864,26.0776884800252,-0.5603763245454545,0.22354670954545455,0.5682323250416665,150.0,26.6,64.23261904857142,44.562823203,2.420444,1.6043034891818182,36128836378.181816,-0.35951290072727277,0.21965066954545456,-1.1700612414545455,0.1552418308181818,-0.9875879558181818,0.19745155627272729,7.7605165905555555,4.275335391111111,30.651509115500915,44.72,23.2545,7.692400000000001,66.7222,11422057.272727273,3525683.3636363638,-0.07422254336363637,0.12407679036363638,4.754433264,5.776874995231629
Bosnia and Herzegovina,43.005859375,42.360648441,51200.0,1028.0,13.422127564545455,-0.5049566058181818,0.15094164818181818,99.88435928300001,26.11777777777778,3392.188021666667,21408.88888888889,26608.788845555555,67.692437501,2.05267452,2.3441012675454544,6.514276678479875,0.2246889994,47.501694539,19.671086285454546,36.08421849545454,-0.6875019370909091,0.2433835119090909,0.6056496996666666,90.0,33.45,62.69982142714286,62.641097914545455,2.8287744,0.9369755325454545,19557127345.0,-0.38681306854545455,0.22795468163636362,-0.227299147,0.14753341681818183,-0.12411023990909092,0.2069308338181818,4.3603402764735995,6.482799158888889,30.651509115500915,37.79023266955267,8.866,12.2813,76.49640000000001,3444732.1818181816,1795079.9090909092,-0.1991496492727273,0.12702133172727273,1.3188148524999999,5.460258326848348
Botswana,45.666437282,27.647645263999998,566730.0,416.0,12.256021356545455,0.7561825299999999,0.14528378181818183,65.15980351099999,26.13111111111111,1767.4242953333332,6418.299611111111,12649.648143333332,4.1992557301,4.892437952181819,2.623390058909091,6.514276678479875,0.414294988,17.619855084444442,24.110412135,29.645066476,0.36393004109090915,0.207528327,0.4168483336666666,87.0,33.09519230769231,57.09821428714286,46.990793523,2.86955825,2.847061369272727,16016235049.636364,1.038494874090909,0.21959274872727272,0.45218935336363636,0.15963924472727273,0.6217375939090909,0.2058806378181818,8.31119691,4.26300515,30.651509115500915,53.3,25.7472,7.5588,63.9113,2402612.5454545454,750565.5454545454,0.46038809972727274,0.12011347927272728,9.612937411,3.6494083296457926
Brazil,28.286299749,60.011065221,8358140.0,1761.0,5.581977623454545,-0.3958673412727273,0.13913982972727273,99.66206270699999,45.16777777777778,2554.6442353333337,458121.93333333335,1080570.8937777777,24.828297491,6.122148021636364,28.672404520909087,28.37501515090909,1.2101033264444443,76.7774801290909,13.87064252,34.45322765545455,-0.3248625932727273,0.21214362572727274,0.552407224,124.0,33.09519230769231,76.63940476,66.15725802363636,3.070387,1.3238273243636363,1990140909090.9092,-0.34969806327272723,0.20801667727272727,-0.20288642654545452,0.15162230218181819,-0.09809156636363636,0.19688848336363635,6.037943363111111,3.8646090033333333,30.651509115500915,52.53636363636363,14.1046,6.7219999999999995,74.25829999999999,208227032.9090909,28526729.181818184,0.3787250287272727,0.12267218754545453,27.12275924888889,6.502299988428752
Bulgaria,46.350421149,35.425386882,108560.0,608.0,23.37945092,-0.2563590515454546,0.12696819818181818,97.537662506,18.186666666666667,4703.515454666667,41218.07777777778,53734.42402111111,65.39172531300001,2.708955411,1.7126226660000001,7.590048611,0.7691610038000001,29.569327264,19.987214973,33.960692447,-0.03165693154545454,0.20675015036363636,0.6533917986666667,61.0,29.950000000000003,81.09505952285714,63.42119751181818,3.0809672,1.5456977672727275,64671963894.181816,0.2770103613636363,0.21476565290909091,-0.11032258454545453,0.139257981,0.5453221040909091,0.19521796554545456,4.0223673820000005,4.246548282222222,39.48888888888889,39.07,9.01,16.1,74.313170733,7041304.909090909,1785849.0,0.35623225290909094,0.11380102345454546,1.3853231519,4.94129166952769
Burkina Faso,44.482821638,23.360423977,273600.0,748.0,12.4900505245,-0.24748262627272724,0.1376163432727273,16.880621833,72.438,4462.942953169939,4145.855555555555,28584.531555555553,71.534001462,2.299403883636364,4.5796336887,6.514276678479875,0.29637600480000004,55.4397101175,14.553045937000002,15.552951682,-0.6890851963636364,0.18477970763636364,0.3769919716666667,151.0,33.09519230769231,55.896488094285715,8.9494640026,2.521822,1.7550661684545454,15166493966.181818,-1.0777372502727272,0.22026078545454544,-0.4884143634545454,0.14248217372727273,-0.3899245383636364,0.16723997345454544,4.7585598707,2.004961437777778,30.651509115500915,38.56666666666666,38.7583,9.416599999999999,59.0595,19853708.181818184,14106880.545454545,-0.1960780587272727,0.1177000070909091,0.8598765620000001,4.372475010236104
Burundi,77.161214954,10.4889408105,25680.0,1274.0,12.210387031714285,-1.427478356909091,0.1689048720909091,8.4750634002,88.01,4462.942953169939,502.11844444444444,3710.324581111111,433.66739485999994,8.062211169181818,5.799148964363637,6.514276678479875,0.1600699985,60.67456278832048,16.28807270553864,26.0776884800252,-1.3072866634545455,0.19178331036363636,0.385248474,166.0,10.1,51.083214285714284,2.5769285978,2.18637775,2.3301185543636365,2724610222.5454545,-1.5389610744545457,0.2328847728181818,-1.2830415966363637,0.15136246390909092,-0.9164331555454546,0.18095079881818182,5.5391121387,2.3150949744444445,64.8,38.05,39.287400000000005,8.2142,60.7427,11295942.090909092,9846448.545454545,-1.3640545552727272,0.12913092436363638,5.1446423144,3.3315375032424925
Cambodia,32.738250283,49.450261726,176520.0,1904.0,28.638328175454546,-1.2230037450909093,0.14645504272727272,70.345539046,58.95444444444445,233.86263916666667,11202.21111111111,34476.8738,88.992070587,2.9539754374545453,5.687135995948968,6.514276678479875,0.11823,60.67456278832048,15.401970363999999,14.03727232,-0.6474466810909091,0.229272352,0.491758247,144.0,33.0,58.960535715714286,30.48308646888889,2.6163994,1.9874585628181818,21838980014.909092,-0.017758632454545457,0.22743307600000004,-0.9940410201818182,0.1552158188181818,-0.5377650883636363,0.1922321711818182,2.008035636,1.5186926522222222,30.651509115500915,37.79023266955267,21.4927,5.9687,69.982,15805149.545454545,12158921.454545455,-1.180422344,0.12872813709090908,6.470445881890459,4.3739500096639
Cameroon,20.62575363,43.444141228,472710.0,1604.0,11.527959593545454,-1.176001267,0.13488826636363635,60.270684052,78.38222222222223,263.3504473,8711.400000000001,89857.53277666666,50.904651689,2.300925558181818,5.687135995948968,6.514276678479875,0.9005630397763834,60.67456278832048,11.738276758000001,12.157557117,-0.8728233468181817,0.179268841,0.3949073973333333,167.0,35.4,54.77464285857143,25.318842322000002,2.335623,1.078302994090909,37404454101.27273,-1.140617365,0.2190533361818182,-1.0623828877272727,0.14032791963636362,-0.8824232221818182,0.16611148836363634,2.7954523562727274,0.43919730333333334,30.651509115500915,44.400000000000006,37.108,8.9815,59.9834,24413265.0,10757451.363636363,-1.0816238740909092,0.11893712054545454,3.9795422608,4.825658325195312
Canada,6.4497825215999995,38.788233281,8947901.0,537.0,12.317958432727272,1.787471055909091,0.15068752527272727,100.0,22.12777777777778,15558.641213333334,556671.2333333333,710456.0140444445,4.074038674700001,2.1494527035454545,1.6342761548333333,2.13375,1.7386220097999998,58.22238606909091,12.540301897272728,18.959062534545453,1.698827570181818,0.23159932554545454,0.7988700186666667,23.0,33.09519230769231,88.64928571285714,90.146828524,3.873241,1.2078582651818182,1773470909090.9092,1.0590069943636364,0.21476565290909091,1.7249604571818182,0.157864759,1.7164866707272728,0.22587581918181818,4.7203995099090905,7.8496294980000005,30.651509115500915,33.05,10.35,7.51,81.910612196,36674738.36363637,6822244.545454546,1.452451630090909,0.139490679,1.7444100075000002,7.187841667493184
Central African Republic,7.8703971237,35.969051975999996,622980.0,1343.0,24.32298834647432,-1.2140636119090908,0.17898566627272727,13.472975139999999,92.353,4462.942953169939,195.83333333333334,20969.484334444445,8.0578825965,4.885919849,5.687135995948968,6.514276678479875,0.9005630397763834,60.67456278832048,7.275880937444445,9.906504150555556,-1.7266030744545455,0.19979564709090908,0.291631907,184.0,2.1,42.615,4.9357473572,2.3369773333333335,1.799289775909091,2123436024.2727273,-2.109724369818182,0.23625197872727274,-1.7181915152727272,0.15561667363636364,-1.3869854644545454,0.1828466722727273,1.974797107909091,0.7583137811111111,30.651509115500915,43.0,41.9802,12.0473,53.0021,5070740.090909091,2983991.8181818184,-1.241153251,0.13043548109090908,20.12040065,3.2726499891281136
Chad,39.884212198,3.7499470537,1259200.0,322.0,24.32298834647432,-1.4191789735454545,0.16965808645454547,9.2752387046,73.264,4462.942953169939,1483.3455555555556,73804.63771777779,11.836329258000001,2.204624048909091,5.687135995948968,6.514276678479875,0.300500005,60.67456278832048,16.28807270553864,26.0776884800252,-1.5007403113636364,0.18855721700000003,0.297270592,182.0,34.1,39.184166667142854,7.0093242465,2.28603325,2.8828970789,11642170525.727272,-1.292829535272727,0.2328847728181818,-1.3310516313636365,0.150673193,-1.1425782876363637,0.1806415969090909,2.4874217728181818,0.8971671455555555,30.651509115500915,37.45,45.4916,13.308600000000002,51.9889,15160579.363636363,11670796.636363637,-1.3921781778181819,0.128761513,6.470445881890459,4.196141660690308
Chile,16.47245001,23.872177122,743532.0,1522.0,9.081287946909091,1.1509668068181818,0.14190384872727274,99.9014844,26.517777777777777,3869.771108333333,84133.1,104974.62728333334,24.665490929,4.003611390272727,3.1417715274285714,6.514276678479875,0.3651177752222222,60.67456278832048,17.789018282,22.9727199,0.868297333,0.21848753372727273,0.6636231063333333,59.0,33.09519230769231,82.46273809428571,76.315761272,3.1988456,1.9435133025454545,274386454545.45456,0.2814838280909091,0.21476565290909091,1.038588074090909,0.15300297472727273,1.257714184909091,0.202346994,5.140317122111111,4.3504826780000005,20.666666666666668,45.48,12.6557,6.3918,79.679,18454504.636363637,2302144.3636363638,1.0155473786363636,0.12610669972727273,3.4954196371000004,6.430124990781148
China,55.686988004,22.714758028,9388210.4,645.0,5.329626889909091,-0.237618698,0.13560299163636363,99.994038391,12.835555555555555,3709.5074083333334,10180550.188888889,12107673.51111111,147.92084345,2.0491286140909093,2.616011345272727,6.514276678479875,2.1430270074999997,60.67456278832048,9.1363577515,26.0776884800252,0.4133873446363637,0.216543627,0.657733825,32.0,27.5,57.04047619,57.79984692727273,3.6045133999999996,1.7029305895454547,12893632727272.727,-0.44380446863636364,0.21067048736363636,-0.27636729854545455,0.15571910818181817,-0.2982641418181818,0.19735590836363637,3.6431649685,2.8592707833333333,30.651509115500915,39.01111111111111,11.693999999999999,7.0969999999999995,77.2804,1390845000.0,585706789.9090909,-1.6007759571818183,0.12400038409090909,0.6357544837777778,5.402741661389669
Colombia,39.697672645,53.899222417,1109500.0,3240.0,7.169449945090909,-0.3662304065454545,0.13894937263636364,98.535455298,31.21888888888889,1271.9602293333335,78428.5,177433.13366666666,43.596866968,4.3513862955454545,7.060369414727273,6.514276678479875,0.28921222355555554,68.51419013272726,14.668066263636364,30.713630773636364,-0.04395017927272727,0.21214362572727274,0.5986613846666666,67.0,45.1,76.35785714285714,61.300428200909096,2.7923976,3.177711649090909,328329090909.0909,-0.9665202499090909,0.21476565290909091,-0.3644339197272728,0.151481363,0.29328050245454546,0.19688848336363635,4.620755566555555,5.391397528888889,20.5625,52.2,15.2447,5.5822,75.79400000000001,48689205.72727273,9512664.636363637,0.07548050445454545,0.1239290659090909,28.016338619,6.116783347765605
Comoros,71.46695325,18.513057496,1861.0,900.0,17.723671267,-0.9053304681818181,0.22845592972727272,77.76136901699999,57.124,4462.942953169939,240.45555555555555,527.2552993333334,404.71574424,1.0099355939999999,7.853800000000001,6.514276678479875,0.9005630397763834,60.67456278832048,16.28807270553864,26.0776884800252,-1.6866627824545455,0.23345562672727274,0.40487947766666665,160.0,33.09519230769231,66.6563313076357,12.023873371111112,2.420319,2.0076874856998908,1135038651.8,-0.21642463563636366,0.2665158293636364,-1.0987149258181819,0.21156529672727273,-1.1945518039090908,0.21896035018181817,2.5007055487142855,0.6775346377777778,30.651509115500915,45.3,31.4784,8.599599999999999,63.189499999999995,760775.8181818182,540893.7272727273,-0.5192949581818181,0.1523285169090909,6.470445881890459,3.9787599967956537
Costa Rica,35.062671368,58.315381903,51060.0,2926.0,20.46011317,0.5817236114545454,0.15257535454545457,99.624591,35.803333333333335,1921.8761263333333,7763.155555555555,14826.347775555556,97.158309833,2.881793204909091,7.591611170727273,6.514276678479875,0.43650777788888884,60.67456278832048,13.240892550999998,28.116976044,0.2984043840909091,0.23249855100000003,0.6169646126666667,74.0,33.09519230769231,81.38208333571428,67.65860019909091,2.7579377999999997,2.0076874856998908,59040046940.72727,0.6594768031818181,0.2198089252727273,0.48950974772727274,0.16108654027272726,0.5705407180000001,0.21525045427272727,6.7205279827,5.40200615,24.48425049,48.445454545454545,13.845499999999998,5.298299999999999,79.0593,4980896.545454546,1075506.5454545454,1.1074011108181818,0.12762599845454545,10.7371333049,7.041533323287965
Croatia,26.724703524,34.47402972,55963.2,1113.0,31.452492150909094,0.10568018145454544,0.12797262654545455,100.0,31.925555555555555,3762.643979666667,16680.066666666666,22576.128215555553,73.87688978,1.8831978999999999,8.270247514666666,6.514276678479875,0.9354040028,88.941784829,20.372253167,40.947451396999995,0.5432060252727272,0.20861214536363637,0.7206865383333333,51.0,43.75,71.79904761857144,72.9924449409091,3.1547556,1.7435999824545454,59728446466.454544,0.6464603434545455,0.21476565290909091,0.25880463827272726,0.13979646972727272,0.3796743399090909,0.19543105900000002,4.6228974821,5.729930172222222,27.38888888888889,30.6,9.15,13.0,77.52975609699999,4109045.090909091,1778483.6363636365,0.5295497018181818,0.11393532563636363,0.9258915141999999,5.700225015322367
Cyprus,12.995232684000001,18.683506493,9240.0,498.0,97.13730529,0.7644904229090909,0.1662672310909091,100.0,10.93888888888889,3675.235700333333,6992.444444444444,8342.515198000001,130.12548704,0.8663018867272728,5.687135995948968,6.514276678479875,0.597013995,60.67456278832048,23.622964443999997,40.015514536,0.9836444745454546,0.23106649663636364,0.7537124199999999,54.0,35.3,79.60547619142858,78.68122108272728,3.1179276000000002,1.693747208090909,24648182651.272728,0.5068994136363636,0.21987118509090908,0.8118023600000001,0.1710653617272727,0.9736854053636363,0.24338937354545456,5.8481379985,3.4008114344444444,25.733333333333334,33.21,11.0167,6.5996,81.0005,1206825.7272727273,399061.54545454547,0.9842582994545456,0.1388860690909091,1.1742366463,5.989416659990947
